0	0	0	0	0	1000
0.024414062	-0.8984375	-0.005859375	0.5487805	-0.18292683	0.18292683
0.0234375	-0.8964844	-0.002929688	0.5487805	-0.18292683	0.24390244
0.028320312	-0.89990234	-0.006347656	0.5487805	-0.24390244	0.18292683
0.0234375	-0.89990234	-0.003417969	0.4878049	-0.24390244	0.18292683
0.025390625	-0.8989258	-0.007324219	0.4878049	-0.18292683	0.18292683
0.022460938	-0.8984375	-0.004882813	0.4878049	-0.18292683	0.24390244
0.026367188	-0.9013672	-0.007324219	0.4878049	-0.24390244	0.18292683
0.0234375	-0.8989258	-0.001953125	0.5487805	-0.24390244	0.18292683
0.024902344	-0.89697266	-0.003417969	0.4878049	-0.24390244	0.18292683
0.024414062	-0.89990234	-0.005371094	0.4878049	-0.24390244	0.18292683
0.024902344	-0.8989258	-0.005371094	0.4878049	-0.24390244	0.18292683
0.024414062	-0.89990234	-0.007324219	0.4878049	-0.24390244	0.24390244
0.023925781	-0.8984375	-0.00390625	0.5487805	-0.30487806	0.18292683
0.022949219	-0.89941406	-0.005859375	0.5487805	-0.24390244	0.18292683
0.025390625	-0.89941406	-0.005371094	0.5487805	-0.24390244	0.18292683
0.025878906	-0.8964844	-0.005371094	0.42682928	-0.24390244	0.18292683
0.022949219	-0.9013672	-0.007324219	0.42682928	-0.30487806	0.18292683
0.024414062	-0.90185547	-0.004882813	0.4878049	-0.24390244	0.18292683
0.024902344	-0.8989258	-0.006835938	0.6097561	-0.18292683	0.24390244
0.026367188	-0.8989258	-0.003417969	0.5487805	-0.24390244	0.18292683
0.024414062	-0.8989258	-0.00390625	0.5487805	-0.24390244	0.18292683
0.024414062	-0.89990234	-0.007324219	0.5487805	-0.24390244	0.18292683
0.022949219	-0.8979492	-0.005371094	0.4878049	-0.24390244	0.18292683
0.024414062	-0.8989258	-0.00390625	0.4878049	-0.18292683	0.18292683
0.026367188	-0.89990234	-0.00390625	0.5487805	-0.18292683	0.18292683
0.0234375	-0.9008789	-0.005859375	0.5487805	-0.24390244	0.12195122
0.024902344	-0.8984375	-0.009277344	0.5487805	-0.24390244	0.18292683
0.026367188	-0.89941406	-0.0078125	0.4878049	-0.24390244	0.18292683
