-0,0,0,-0,0,1000
0.06689453,-0.66552734,0.96435547,-131.40244,23.47561,13.47561
0.07421875,-0.71777344,1,-172.92683,33.048782,16.768293
0.08154297,-0.8652344,0.9838867,-214.45122,49.512196,19.268293
0.064941406,-0.8779297,0.8911133,-232.80489,75.54878,22.134148
0.05419922,-0.97314453,0.70703125,-238.47562,108.65854,21.463415
0.019042969,-0.9765625,0.51904297,-231.15854,145.79268,24.085367
-0.018066406,-0.96240234,0.29003906,-218.23172,175.97562,27.92683
-0.057128906,-0.94628906,0.063964844,-218.23172,190.54878,30.97561
-0.095703125,-0.9824219,-0.16748047,-215.97562,192.43903,32.865856
-0.09765625,-1.0170898,-0.3930664,-190.67073,181.40245,36.768295
-0.068847656,-0.9042969,-0.5913086,-148.47562,165.54878,41.768295
-0.07128906,-0.76171875,-0.83496094,-120.48781,156.09756,42.743904
-0.07373047,-0.70947266,-1.0844727,-121.46342,144.87805,33.963417
-0.02734375,-0.63183594,-1.3208008,-137.07318,110.97561,17.195122
0.07324219,-0.61328125,-1.5625,-150.54878,66.64634,3.2317073
0.1694336,-0.5180664,-1.8481445,-143.90244,24.45122,-7.6219516
0.42773438,-0.37451172,-2.1469727,-126.097565,-39.45122,-29.085367
0.7866211,-0.3076172,-2.4780273,-110.914635,-115.79269,-60.85366
0.7885742,-0.3515625,-2.4501953,-69.39024,-203.47562,-85.67073
1.0678711,-0.2211914,-2.2597656,-17.621952,-358.2927,-118.53659
1.3510742,-0.3100586,-1.7578125,-2.7439024,-527.9878,-155.85367
1.7119141,-0.5390625,-1.1088867,-22.987806,-655.2439,-174.7561
1.7963867,-12.682129,3.5239258,45.73171,-267.07318,-132.07318
-1.8095703,3.8256836,1.2573242,94.451225,245,-34.390244
-0.32128906,0.3154297,-0.47998047,36.280487,-185.12195,151.21951
0.13330078,-0.21679688,-0.025878906,-17.804878,-72.13415,20.792683
0.013183594,-1.5717773,-0.28027344,-120.243904,-58.109756,-89.20732
0.27734375,-1.2617188,0.27978516,25.792683,-48.841465,-49.7561
0.08984375,-1.2993164,0.57128906,110,37.012196,9.3902445
-0.095703125,-1.1660156,0.57958984,76.89024,137.43903,56.768295
-0.03857422,-1.012207,0.3984375,28.231709,181.21951,78.04878
0.087890625,-1.0014648,0.09814453,-26.463415,201.95122,66.585365
0.17919922,-1.012207,-0.2211914,-48.65854,223.35367,64.02439
0.26464844,-0.8886719,-0.51660156,-20.792683,245.06097,73.71951
0.21728516,-0.76660156,-0.71875,5,261.2805,77.5
0.10058594,-0.6386719,-1.0063477,6.585366,262.7439,81.40244
0.037109375,-0.5673828,-1.2685547,-4.9390244,241.95122,76.82927
0.056640625,-0.48779297,-1.534668,-17.134148,209.45122,57.073174
0.060546875,-0.39941406,-1.8481445,-31.82927,175.24391,37.682926
0.115722656,-0.36132812,-2.2197266,-52.19512,144.57318,22.865854
0.24267578,-0.3256836,-2.5683594,-59.69512,105.18293,14.817074
0.453125,-0.10498047,-2.8569336,-28.780489,32.682926,6.0365853
0.7714844,0.028320312,-3.0107422,10.670732,-85.426834,-32.865856
1.0986328,-0.11328125,-2.9326172,0.85365856,-228.41464,-88.29269
1.4169922,-0.20703125,-2.4799805,-11.8902445,-387.86588,-129.69513
1.9106445,-0.20654297,-1.7080078,22.256098,-555.4268,-164.63416
7.8828125,-3.415039,9.062012,54.634148,-680.3049,-209.93903
-4.7646484,4.184082,0.03125,190.06097,-157.13416,-126.03659
0.080078125,-1.1616211,-0.5214844,317.7439,95.36585,-5.2439027
0.22314453,1.1166992,-0.28222656,-13.414635,-121.70732,142.5
-0.20507812,-2.692871,-0.4013672,-194.45122,-30.792685,-63.78049
-0.076171875,-0.9194336,0.017089844,-150.12195,-79.45122,-92.743904
-0.008789063,-0.9194336,-0.05126953,52.37805,-35.243904,-3.4756098
-0.16699219,-0.95703125,0.14697266,98.84147,-12.926829,19.45122
-0.1821289,-0.9580078,0.46777344,74.32927,4.3292685,8.536586
-0.103515625,-1.3295898,0.6699219,4.8170733,38.65854,17.5
-0.1274414,-1.402832,0.5366211,-63.90244,100.243904,39.207317
0.002441406,-1.2915039,0.30664062,-55.85366,153.10976,49.02439
0.12988281,-1.0556641,0.057128906,-13.963415,190.06097,67.5
0.09716797,-0.9091797,-0.2319336,5.121951,233.96342,85.426834
0.15722656,-0.7573242,-0.5385742,-1.8292683,265.30487,95.48781
0.15820312,-0.6816406,-0.8339844,-19.390244,275.73172,93.10976
0.1538086,-0.63427734,-1.1391602,-42.2561,271.70734,85.97561
